user_id,task,trial_index,subset_index,left_term,left_construct_id,left_canonical,left_is_synonym,right_term,right_construct_id,right_canonical,right_is_synonym,chosen_term,chosen_construct_id,chosen_canonical,chosen_is_synonym,unchosen_term,unchosen_construct_id,unchosen_canonical,unchosen_is_synonym,response_time,correct_word,chosen_word,passed,grade_levels,special_needs,school_type,experience,class_size,country
66e7853b4e311a12f93b5411,demographics,,,,,,,,,,,,,,,,,,,,,,,"primary","yes","public",">10","15-25","United States"
66e7853b4e311a12f93b5411,forced_choice,0,100,"Drive or ambition",54,"Motivation",true,"Reading",52,"Reading",false,"Drive or ambition",54,"Motivation",true,"Reading",52,"Reading",false,6449,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,1,100,"Confidence in groups",13,"Comfort in social situations",true,"Interpersonal understanding",16,"Social awareness",true,"Interpersonal understanding",16,"Social awareness",true,"Confidence in groups",13,"Comfort in social situations",true,5608,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,2,100,"Connections to friends",9,"Relationships with peers",true,"Navigating difficulties",25,"Coping skills",true,"Navigating difficulties",25,"Coping skills",true,"Connections to friends",9,"Relationships with peers",true,2748,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,3,100,"Ingenuity",50,"Creativity and imagination",true,"Mental health",84,"Emotional well-being",true,"Mental health",84,"Emotional well-being",true,"Ingenuity",50,"Creativity and imagination",true,2805,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,4,100,"Self-monitoring",77,"Self-monitoring",false,"Navigating difficulties",25,"Coping skills",true,"Self-monitoring",77,"Self-monitoring",false,"Navigating difficulties",25,"Coping skills",true,6860,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,5,100,"Mental health",84,"Emotional well-being",true,"Connections to friends",9,"Relationships with peers",true,"Connections to friends",9,"Relationships with peers",true,"Mental health",84,"Emotional well-being",true,32109,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,6,100,"Launching activities",46,"Task initiation",true,"Self-monitoring",77,"Self-monitoring",false,"Self-monitoring",77,"Self-monitoring",false,"Launching activities",46,"Task initiation",true,10320,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,7,100,"Exertion",74,"Effort",true,"Interpersonal understanding",16,"Social awareness",true,"Interpersonal understanding",16,"Social awareness",true,"Exertion",74,"Effort",true,5552,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,8,100,"Classroom contribution",89,"Class participation",true,"Self-monitoring",77,"Self-monitoring",false,"Self-monitoring",77,"Self-monitoring",false,"Classroom contribution",89,"Class participation",true,24929,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,9,100,"Personal security",21,"Sense of safety",true,"Belief in oneself",80,"Self-confidence",true,"Belief in oneself",80,"Self-confidence",true,"Personal security",21,"Sense of safety",true,3016,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,10,100,"Ingenuity",50,"Creativity and imagination",true,"Belief in oneself",80,"Self-confidence",true,"Belief in oneself",80,"Self-confidence",true,"Ingenuity",50,"Creativity and imagination",true,6768,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,11,100,"Personal security",21,"Sense of safety",true,"Resourcefulness",27,"Resourcefulness",false,"Resourcefulness",27,"Resourcefulness",false,"Personal security",21,"Sense of safety",true,1458,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,12,100,"Schedule planning",44,"Time management",true,"Interpersonal understanding",16,"Social awareness",true,"Interpersonal understanding",16,"Social awareness",true,"Schedule planning",44,"Time management",true,8722,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,13,100,"Resourcefulness",27,"Resourcefulness",false,"Mental health",84,"Emotional well-being",true,"Mental health",84,"Emotional well-being",true,"Resourcefulness",27,"Resourcefulness",false,5017,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,14,100,"Teamwork",12,"Social cooperation",true,"Attention",40,"Attention",false,"Attention",40,"Attention",false,"Teamwork",12,"Social cooperation",true,8163,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,15,100,"Relationships with parents",10,"Relationships with parents",false,"Belief in oneself",80,"Self-confidence",true,"Relationships with parents",10,"Relationships with parents",false,"Belief in oneself",80,"Self-confidence",true,3828,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,16,100,"Confidence in groups",13,"Comfort in social situations",true,"Belief in oneself",80,"Self-confidence",true,"Belief in oneself",80,"Self-confidence",true,"Confidence in groups",13,"Comfort in social situations",true,1983,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,17,100,"Self-monitoring",77,"Self-monitoring",false,"Belief in oneself",80,"Self-confidence",true,"Belief in oneself",80,"Self-confidence",true,"Self-monitoring",77,"Self-monitoring",false,1630,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,18,100,"Imaginative activity",19,"Play",true,"Belief in oneself",80,"Self-confidence",true,"Belief in oneself",80,"Self-confidence",true,"Imaginative activity",19,"Play",true,3644,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,19,100,"Schedule planning",44,"Time management",true,"Reading",52,"Reading",false,"Reading",52,"Reading",false,"Schedule planning",44,"Time management",true,1892,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,20,100,"Resourcefulness",27,"Resourcefulness",false,"Exertion",74,"Effort",true,"Resourcefulness",27,"Resourcefulness",false,"Exertion",74,"Effort",true,3511,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,21,100,"Connections to friends",9,"Relationships with peers",true,"Drive or ambition",54,"Motivation",true,"Drive or ambition",54,"Motivation",true,"Connections to friends",9,"Relationships with peers",true,2409,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,22,100,"Ingenuity",50,"Creativity and imagination",true,"Sleep and fatigue",85,"Sleep and fatigue",false,"Sleep and fatigue",85,"Sleep and fatigue",false,"Ingenuity",50,"Creativity and imagination",true,3999,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,23,100,"Relationships with parents",10,"Relationships with parents",false,"Sleep and fatigue",85,"Sleep and fatigue",false,"Relationships with parents",10,"Relationships with parents",false,"Sleep and fatigue",85,"Sleep and fatigue",false,3645,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,24,100,"Schedule planning",44,"Time management",true,"Confidence in groups",13,"Comfort in social situations",true,"Confidence in groups",13,"Comfort in social situations",true,"Schedule planning",44,"Time management",true,3410,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,25,100,"Ingenuity",50,"Creativity and imagination",true,"Resolving disputes",24,"Managing conflict",true,"Ingenuity",50,"Creativity and imagination",true,"Resolving disputes",24,"Managing conflict",true,7412,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,26,100,"Launching activities",46,"Task initiation",true,"Connections to friends",9,"Relationships with peers",true,"Connections to friends",9,"Relationships with peers",true,"Launching activities",46,"Task initiation",true,2950,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,27,100,"Schedule planning",44,"Time management",true,"Exertion",74,"Effort",true,"Schedule planning",44,"Time management",true,"Exertion",74,"Effort",true,17268,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,28,100,"Reading",52,"Reading",false,"Looking inward",78,"Self-reflection",true,"Reading",52,"Reading",false,"Looking inward",78,"Self-reflection",true,1222,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,29,100,"Attention",40,"Attention",false,"Connections to friends",9,"Relationships with peers",true,"Connections to friends",9,"Relationships with peers",true,"Attention",40,"Attention",false,1111,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,30,100,"Exertion",74,"Effort",true,"Reading",52,"Reading",false,"Reading",52,"Reading",false,"Exertion",74,"Effort",true,1723,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,31,100,"Schedule planning",44,"Time management",true,"Navigating difficulties",25,"Coping skills",true,"Navigating difficulties",25,"Coping skills",true,"Schedule planning",44,"Time management",true,2926,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,32,100,"Planning",42,"Planning",false,"Self-monitoring",77,"Self-monitoring",false,"Self-monitoring",77,"Self-monitoring",false,"Planning",42,"Planning",false,5051,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,33,100,"Connections to friends",9,"Relationships with peers",true,"Exertion",74,"Effort",true,"Connections to friends",9,"Relationships with peers",true,"Exertion",74,"Effort",true,3696,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,34,100,"Connections to friends",9,"Relationships with peers",true,"Resourcefulness",27,"Resourcefulness",false,"Resourcefulness",27,"Resourcefulness",false,"Connections to friends",9,"Relationships with peers",true,5310,,,,,,,,,
66e7853b4e311a12f93b5411,forced_choice,35,100,"Relationships with parents",10,"Relationships with parents",false,"Mental health",84,"Emotional well-being",true,"Mental health",84,"Emotional well-being",true,"Relationships with parents",10,"Relationships with parents",false,1108,,,,,,,,,
